type,K,T,r,price,sigma_080_1m,sigma_080_3m,sigma_080_6m,sigma_080_9m,sigma_080_12m,sigma_090_1m,sigma_090_3m,sigma_090_6m,sigma_090_9m,sigma_090_12m,sigma_100_1m,sigma_100_3m,sigma_100_6m,sigma_100_9m,sigma_100_12m,sigma_110_1m,sigma_110_3m,sigma_110_6m,sigma_110_9m,sigma_110_12m,sigma_120_1m,sigma_120_3m,sigma_120_6m,sigma_120_9m,sigma_120_12m
asian,100,0.75,0.02,6.4393715415623705,0.4137006032356888,0.23580791013654562,0.16350844764053096,0.1308585225732717,0.11103049945607738,0.4758766028913163,0.2695253101473489,0.18500694892591335,0.1464656881113268,0.12283026315392338,0.5604670222856009,0.3145139884001195,0.2125676524580017,0.16530853297691742,0.1357840536161138,0.6600110799455224,0.3662002505241,0.24235175742040535,0.1832807649862929,0.14479883649916545,0.7851723382033969,0.4315656426573361,0.2798718828036144,0.20452754526064704,0.15064996701701294
asian,105,1.0,0.02,4.651314938733769,0.5735033904519776,0.32726191299714935,0.22731605440165176,0.18225180927275703,0.15492402593743324,0.5773787151355054,0.327635167688759,0.22557219883723512,0.17915633226934213,0.1507661652233416,0.6010389786408797,0.3379046562961902,0.22908760707533302,0.17880037545682728,0.14749340344817718,0.6495745899137372,0.36005917531307513,0.2378467997538869,0.17940890615578228,0.1411830460578361,0.7259642125758958,0.3955415480547924,0.25141431562181027,0.17646701166264928,0.11158651832251858
asian,95,1.0,0.02,10.376041246001423,0.6588880117581052,0.37618840488150546,0.2615179880110413,0.20985407884110185,0.17854708821977053,0.6608367408186253,0.37547754067923617,0.25903809120243243,0.20618353068948314,0.17391410201871174,0.6686739899086105,0.37689434522129117,0.2566162341489044,0.20126991453394322,0.16697512466474332,0.7133781010761909,0.3975202533752799,0.26520132003205943,0.20275129623155722,0.16271650015177874,0.7957700200808764,0.43795923464614306,0.28481521420538,0.20916643420212325,0.1558666722599528
asian,105,1.0,0.02,4.1463056352727286,0.5488655132400252,0.3131513740796884,0.21745988347412834,0.1743036973837233,0.14812778057258458,0.5310971768953601,0.30112705086782454,0.2070542789002741,0.1642221674671032,0.13799398315778602,0.5563722270498053,0.3121531442226369,0.21090002672362554,0.16394618283725496,0.1346010913422227,0.62339775054964,0.3446279509216874,0.22648224210898915,0.16957819142498362,0.13189289390996398,0.7123767459836604,0.387184727750371,0.24461919212899205,0.16924246131766235,0.09329574114418586
asian,95,0.75,0.02,9.208565594571386,0.4769577977683166,0.2719892778733803,0.18873065267711736,0.1511553932888073,0.12834957818934797,0.4979754033320984,0.2821682909205802,0.1938231366291959,0.15356267486037603,0.128887758946039,0.5434653990666064,0.30471161301425137,0.20564323264968484,0.15965115929980503,0.13087079971758855,0.6084884205021035,0.3358186243773056,0.21996163484937645,0.16388968294795617,0.1264277625534927,0.7109144055398487,0.3862829317482435,0.24388030867086194,0.16843854413110737,0.09011752161204403
asian,110,1.0,0.02,2.755407770913199,0.5564480759210457,0.3174936971741724,0.220492385150019,0.17674871908628637,0.15021826510078723,0.5441294001620848,0.3085895039380264,0.21226531697332035,0.16842274896198936,0.14158509840605557,0.5829329113352434,0.32746630587429776,0.2217159203113992,0.17278059084020814,0.14227034417503737,0.6418106721163971,0.35548672693281397,0.23448631413849172,0.17651196443032782,0.13846286147189374,0.7216442322934895,0.3928889181554544,0.2492671056786734,0.17421468510376256,0.10694930484041665
asian,80,1.0,0.02,21.852877533073514,0.4916853136653091,0.28041705767943803,0.19460993864555387,0.155890189557794,0.13239290621607147,0.5311827659496572,0.3011760554215917,0.20708849334138266,0.16424974677022663,0.13801755336672053,0.597552100996188,0.33589445783218363,0.22766804342888985,0.17764127971411112,0.14648783207264124,0.6864463848738269,0.3817305014150776,0.25370603374135947,0.19298732289531553,0.15378003933657444,0.7927722362424807,0.4361520577397542,0.2834204978825446,0.20786298963999894,0.1544173244866633
asian,80,1.0,0.02,21.69734705550839,0.6388476630882627,0.3647017429988484,0.2534850379155901,0.2033679718284605,0.1729937042018861,0.6514775233537231,0.37011009897766145,0.2552810536481067,0.2031472624779591,0.17131175560198467,0.6638263265843407,0.3740999288929972,0.25464353376942234,0.19966020061781997,0.16558010999924544,0.7017113603320905,0.3906838278385813,0.26022991556191427,0.19853529751783072,0.15886835563470839,0.7759938604942892,0.4260165035686133,0.2755593365051359,0.20043598087047826,0.1458942371839879
asian,90,1.0,0.02,12.902541732983732,0.5139214472485283,0.2931443031460855,0.2034915688215384,0.16304521533656968,0.1385050794684019,0.5297757741395427,0.3003704820205192,0.20652606018593525,0.16379639164379886,0.13763010915273438,0.5652101466590878,0.31724860093449525,0.21449923548003824,0.16688642202337417,0.13715402514699063,0.6247424539113042,0.34542171563444013,0.22706852835105104,0.170087835384015,0.13237894818452706,0.720636993330222,0.39226988130781126,0.24876474324968403,0.17368394203720885,0.1057635621950647
asian,85,1.0,0.02,17.718597915165738,0.5795296153129176,0.33071389663855555,0.22972776039006595,0.18419693526672049,0.15658789699903564,0.5365591882965877,0.3042544954860958,0.20923797293972457,0.165982486634806,0.1394985418965203,0.5803748509235008,0.3259915283174312,0.2206743483959816,0.17193014237690377,0.14153211081597528,0.682575852717157,0.37945871342377685,0.2520482800379467,0.19157436086397592,0.15247931290576586,0.829330038369375,0.4581201723811647,0.3002473447211558,0.22336589087984385,0.17100852895296006
